RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
593,0,3/31/2010,ADESA,2006,4,CHRYSLER,SEBRING V6,Lim,4D SEDAN LIMITED,RED,AUTO,2.0,Covers,55727,AMERICAN,MEDIUM,CHRYSLER,6922.0,8062.0,10501.0,11700.0,5424.0,6081.0,9336.0,10467.0,,,52117,20166,VA,6600.0,0,1003
594,0,3/31/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2.0,Covers,58626,AMERICAN,MEDIUM,CHRYSLER,5524.0,6669.0,8501.0,9986.0,5210.0,6248.0,8758.0,9820.0,,,52117,20166,VA,5890.0,0,1086
595,0,3/31/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2.0,Covers,88700,OTHER ASIAN,MEDIUM,OTHER,3926.0,4827.0,6869.0,7797.0,4287.0,5289.0,7476.0,9224.0,,,52117,20166,VA,3455.0,0,594
596,0,3/31/2010,ADESA,2004,6,FORD,FOCUS,LX,4D SEDAN LX,GOLD,AUTO,2.0,Covers,56259,AMERICAN,COMPACT,FORD,2781.0,3658.0,5891.0,6709.0,2719.0,3302.0,5564.0,6290.0,,,52117,20166,VA,4680.0,0,920
598,0,3/31/2010,ADESA,2006,4,CHRYSLER,SEBRING V6,Tou,4D SEDAN LXI,GREEN,AUTO,1.0,Alloy,42558,AMERICAN,MEDIUM,CHRYSLER,5103.0,5642.0,8588.0,9155.0,5779.0,7018.0,9455.0,10556.0,,,52117,20166,VA,5690.0,0,905
600,0,3/31/2010,ADESA,2007,3,FORD,MUSTANG V6,Bas,2D COUPE,BLUE,AUTO,1.0,Alloy,72159,AMERICAN,SPORTS,FORD,11586.0,13079.0,15102.0,16096.0,12144.0,13932.0,15226.0,16967.0,,,52117,20166,VA,9725.0,0,803
601,0,3/31/2010,ADESA,2005,5,CHEVROLET,COBALT,LS,2D COUPE,SILVER,MANUAL,1.0,Alloy,88170,AMERICAN,COMPACT,GM,5092.0,6227.0,7769.0,8931.0,4088.0,5169.0,7043.0,8173.0,,,52117,20166,VA,5590.0,0,853
602,1,3/31/2010,ADESA,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,BLUE,AUTO,,,82564,AMERICAN,LARGE,GM,4575.0,5760.0,7227.0,8973.0,4575.0,5760.0,7227.0,8973.0,,,52117,20166,VA,4980.0,0,2152
603,0,3/31/2010,ADESA,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT2,SILVER,AUTO,2.0,Covers,61475,AMERICAN,LARGE,GM,5412.0,6750.0,8438.0,10829.0,4900.0,6261.0,7825.0,9229.0,,,52117,20166,VA,6800.0,0,1703
604,0,4/14/2010,ADESA,2006,4,FORD,FUSION 4C,S,4D SEDAN S,BLACK,AUTO,2.0,Covers,69967,AMERICAN,MEDIUM,FORD,7070.0,8601.0,10309.0,12073.0,6349.0,7673.0,10161.0,11843.0,,,17675,20166,VA,7210.0,0,728
606,1,4/14/2010,ADESA,2003,7,PONTIAC,GRAND AM V6,SE,4D SEDAN SE1,WHITE,AUTO,1.0,Alloy,46648,AMERICAN,MEDIUM,GM,2900.0,3949.0,5396.0,6389.0,2401.0,3251.0,5398.0,6312.0,,,17675,20166,VA,4290.0,0,1769
607,0,4/14/2010,ADESA,2002,8,JEEP,LIBERTY 4WD V6,Ren,4D SUV RENEGADE,SILVER,AUTO,1.0,Alloy,94452,AMERICAN,SMALL SUV,CHRYSLER,6706.0,7660.0,9598.0,10964.0,5153.0,6342.0,8668.0,9950.0,,,17675,20166,VA,6910.0,0,1353
608,1,4/14/2010,ADESA,2001,9,SATURN,S SERIES,SL2,4D SEDAN SL2,RED,AUTO,2.0,Covers,65979,AMERICAN,COMPACT,GM,1815.0,2510.0,4485.0,5078.0,1935.0,2797.0,4425.0,5089.0,,,17675,20166,VA,3665.0,0,1711
609,0,4/14/2010,ADESA,2004,6,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,GREY,AUTO,2.0,Covers,74990,AMERICAN,VAN,FORD,3132.0,3831.0,6088.0,6904.0,3909.0,4639.0,6933.0,7857.0,,,17675,20166,VA,4790.0,0,1506
610,1,4/14/2010,ADESA,2006,4,FORD,TAURUS,SEL,4D SEDAN SEL,GREY,AUTO,,,87344,AMERICAN,MEDIUM,FORD,5760.0,7314.0,10105.0,12831.0,5760.0,7314.0,10105.0,12831.0,,,17675,20166,VA,4065.0,0,983
611,0,4/14/2010,ADESA,2004,6,CHRYSLER,PACIFICA AWD,,4D SPORT TOURER,BLACK,AUTO,1.0,Alloy,79138,AMERICAN,CROSSOVER,CHRYSLER,7238.0,8621.0,10095.0,11912.0,6773.0,8162.0,10831.0,13053.0,,,17675,20166,VA,8190.0,0,1857
612,0,4/14/2010,ADESA,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,SILVER,AUTO,2.0,Covers,70734,OTHER ASIAN,MEDIUM,OTHER,4343.0,5340.0,7017.0,8148.0,4001.0,5006.0,7323.0,8255.0,,,17675,20166,VA,5300.0,0,569
613,0,4/14/2010,ADESA,2006,4,KIA,OPTIMA 4C,LX,4D SEDAN LX,GOLD,AUTO,2.0,Covers,68373,OTHER ASIAN,MEDIUM,OTHER,5400.0,6498.0,8232.0,9908.0,5137.0,6174.0,8558.0,9647.0,,,17675,20166,VA,7210.0,0,728
614,0,4/14/2010,ADESA,2006,4,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2.0,Covers,58378,AMERICAN,MEDIUM,GM,7008.0,8255.0,10242.0,11396.0,6707.0,8137.0,9838.0,11661.0,,,17675,20166,VA,6310.0,0,837
615,0,4/28/2010,ADESA,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,2.0,Covers,59741,AMERICAN,MEDIUM,GM,6336.0,7693.0,9514.0,11135.0,7102.0,8238.0,10547.0,11914.0,,,52117,20166,VA,7310.0,0,837
616,0,4/28/2010,ADESA,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,97627,TOP LINE ASIAN,MEDIUM,OTHER,7149.0,8406.0,10713.0,12242.0,5948.0,7453.0,9301.0,11044.0,,,52117,20166,VA,7100.0,0,765
617,0,4/28/2010,ADESA,2006,4,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,1.0,Alloy,87892,AMERICAN,LARGE,FORD,7511.0,9573.0,11457.0,13963.0,7268.0,8948.0,10987.0,12807.0,,,52117,20166,VA,7100.0,0,1633
618,1,4/28/2010,ADESA,2005,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,SILVER,AUTO,1.0,Alloy,76203,AMERICAN,MEDIUM SUV,CHRYSLER,8260.0,10207.0,12152.0,14064.0,8175.0,9846.0,12608.0,14222.0,,,52117,20166,VA,10125.0,0,1623
620,0,4/28/2010,ADESA,2004,6,CHRYSLER,PACIFICA AWD,,4D SPORT TOURER,BLUE,AUTO,1.0,Alloy,75982,AMERICAN,CROSSOVER,CHRYSLER,7118.0,8414.0,10682.0,12055.0,6773.0,8162.0,10831.0,13053.0,,,52117,20166,VA,9525.0,0,1857
621,0,4/28/2010,ADESA,2003,7,FORD,WINDSTAR FWD V6,SEL,4D PASSENGER 3.8L SEL,GREEN,AUTO,1.0,Alloy,97399,AMERICAN,VAN,FORD,3997.0,5125.0,7149.0,8154.0,3968.0,5413.0,7545.0,9959.0,,,52117,20166,VA,4680.0,0,2506
622,0,4/28/2010,ADESA,2002,8,MERCURY,SABLE,GS,4D SEDAN GS,SILVER,AUTO,2.0,Covers,95864,AMERICAN,MEDIUM,FORD,2252.0,3068.0,4812.0,5563.0,2372.0,3300.0,5250.0,6272.0,,,52117,20166,VA,3555.0,0,1353
623,1,4/28/2010,ADESA,2005,5,CHEVROLET,EQUINOX AWD V6,LS,4D SUV LS,RED,AUTO,1.0,Alloy,53035,AMERICAN,MEDIUM SUV,GM,7444.0,8792.0,11161.0,12447.0,7832.0,9151.0,11474.0,12716.0,,,52117,20166,VA,9020.0,0,1169
624,0,5/12/2010,ADESA,2003,7,TOYOTA,HIGHLANDER 2WD V6,Lim,4D SPORT UTILITY,BLUE,AUTO,1.0,Alloy,76322,TOP LINE ASIAN,MEDIUM SUV,OTHER,8348.0,9476.0,12432.0,14517.0,7603.0,8813.0,11665.0,13373.0,,,20740,20166,VA,9735.0,0,869
625,0,5/12/2010,ADESA,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,61538,TOP LINE ASIAN,MEDIUM,OTHER,7304.0,8126.0,10361.0,11789.0,7348.0,8223.0,10890.0,12317.0,,,20740,20166,VA,8730.0,0,533
626,0,5/12/2010,ADESA,2004,6,CHEVROLET,TRAILBLAZER EXT 4WD,Nor,4D SUV 4.2L LS,GREEN,AUTO,1.0,Alloy,74655,AMERICAN,MEDIUM SUV,GM,7445.0,8772.0,11203.0,12390.0,7418.0,9733.0,11263.0,13504.0,,,20740,20166,VA,9635.0,0,1974
628,0,5/12/2010,ADESA,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,1.0,Alloy,62602,OTHER ASIAN,MEDIUM,OTHER,6617.0,7848.0,10199.0,11460.0,6554.0,7937.0,9788.0,11295.0,,,20740,20166,VA,8330.0,0,728
629,0,5/12/2010,ADESA,2006,4,MITSUBISHI,LANCER,ES,4D SEDAN ES,RED,AUTO,2.0,Covers,80135,OTHER ASIAN,COMPACT,OTHER,4991.0,6520.0,8047.0,9843.0,5355.0,6714.0,8798.0,10332.0,,,20740,20166,VA,4990.0,0,594
630,0,5/12/2010,ADESA,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,62070,TOP LINE ASIAN,MEDIUM,OTHER,8590.0,10316.0,12426.0,13738.0,7813.0,9250.0,11633.0,13264.0,,,20740,20166,VA,8730.0,0,630
631,0,5/12/2010,ADESA,2005,5,CHRYSLER,PACIFICA FWD,Tou,4D SPORT,BLUE,AUTO,1.0,Alloy,77870,AMERICAN,CROSSOVER,CHRYSLER,6639.0,8129.0,10096.0,11475.0,6616.0,8006.0,10078.0,11508.0,,,20740,20166,VA,8020.0,0,1389
632,0,5/12/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.9L,SILVER,AUTO,1.0,Alloy,81270,AMERICAN,LARGE,GM,7470.0,9440.0,10915.0,13035.0,6707.0,8272.0,10586.0,12235.0,,,20740,20166,VA,7420.0,0,2152
633,0,5/12/2010,ADESA,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,GREY,AUTO,1.0,Alloy,60403,AMERICAN,MEDIUM,CHRYSLER,7349.0,8696.0,11200.0,12215.0,6965.0,8310.0,10779.0,11785.0,,,20740,20166,VA,7210.0,0,825
634,1,6/2/2010,ADESA,2005,5,NISSAN,MAXIMA,SE,4D SEDAN SE,SILVER,AUTO,,,81495,TOP LINE ASIAN,LARGE,OTHER,9002.0,10810.0,13174.0,15207.0,9002.0,10810.0,13174.0,15207.0,,,52117,20166,VA,10110.0,0,1243
635,1,6/2/2010,ADESA,2002,8,GMC,ENVOY XL 4WD 6C,SLE,4D UTILITY 4.2L SLE,RED,AUTO,,,92263,AMERICAN,MEDIUM SUV,GM,6125.0,7115.0,9228.0,9846.0,6125.0,7115.0,9083.0,9766.0,,,52117,20166,VA,7080.0,0,2651
636,0,6/2/2010,ADESA,2001,9,NISSAN,ALTIMA,GXE,4D SEDAN GXE,BLUE,AUTO,2.0,Covers,90703,TOP LINE ASIAN,MEDIUM,OTHER,3152.0,4123.0,5465.0,7149.0,2677.0,3651.0,5051.0,6083.0,,,52117,20166,VA,3950.0,0,1065
637,0,6/2/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BLUE,AUTO,1.0,Alloy,71142,AMERICAN,LARGE,GM,7111.0,8483.0,10531.0,12166.0,5899.0,7155.0,8975.0,10798.0,,,52117,20166,VA,7790.0,0,1974
638,0,6/2/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,1.0,Alloy,77246,AMERICAN,LARGE,GM,8285.0,9736.0,11976.0,13746.0,8772.0,10422.0,13014.0,14604.0,,,52117,20166,VA,7320.0,0,1974
639,0,6/9/2010,ADESA,2005,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.7L SLT,SILVER,AUTO,1.0,Alloy,97341,AMERICAN,MEDIUM SUV,CHRYSLER,9692.0,11780.0,13502.0,15203.0,9807.0,12610.0,13965.0,16520.0,,,52117,20166,VA,8020.0,0,1918
640,0,6/9/2010,ADESA,2002,8,FORD,MUSTANG V6,Bas,2D COUPE,BLUE,AUTO,1.0,Alloy,34858,AMERICAN,SPORTS,FORD,3942.0,5071.0,6335.0,8070.0,3673.0,4739.0,6736.0,8182.0,,,52117,20166,VA,7210.0,0,882
641,0,6/9/2010,ADESA,2001,9,FORD,EXPEDITION 4WD V8,XLT,4D SUV 5.4L XLT,RED,AUTO,1.0,Alloy,88379,AMERICAN,LARGE SUV,FORD,4533.0,5473.0,7975.0,9074.0,3418.0,4657.0,7217.0,8154.0,,,52117,20166,VA,7210.0,0,1803
642,0,6/9/2010,ADESA,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,34095,AMERICAN,MEDIUM,CHRYSLER,3500.0,4838.0,7284.0,10068.0,3936.0,6050.0,6978.0,9393.0,,,52117,20166,VA,5300.0,0,882
643,1,6/9/2010,ADESA,2005,5,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,,,61966,AMERICAN,LARGE,GM,5223.0,6620.0,8302.0,9712.0,5223.0,6620.0,8302.0,9712.0,,,52117,20166,VA,6310.0,0,1703
644,0,6/9/2010,ADESA,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,BLACK,AUTO,2.0,Covers,70295,AMERICAN,MEDIUM,GM,6269.0,7494.0,9498.0,10789.0,6024.0,7194.0,9526.0,10638.0,,,52117,20166,VA,6100.0,0,1038
645,0,6/9/2010,ADESA,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,GREEN,AUTO,2.0,Covers,86204,TOP LINE ASIAN,MEDIUM,OTHER,7933.0,9576.0,11429.0,13401.0,7253.0,8704.0,10885.0,12477.0,,,52117,20166,VA,7920.0,0,723
646,0,6/9/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,52257,AMERICAN,MEDIUM,CHRYSLER,4063.0,5216.0,7574.0,8756.0,3490.0,4500.0,7219.0,8099.0,,,52117,20166,VA,5700.0,0,1086
647,0,6/16/2010,ADESA,2002,8,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,74734,AMERICAN,MEDIUM,CHRYSLER,2602.0,3470.0,5481.0,6325.0,2403.0,3171.0,5431.0,6148.0,,,19619,20166,VA,4140.0,0,1689
648,0,6/16/2010,ADESA,2005,5,SUZUKI,RENO,EX,4D SEDAN,SILVER,AUTO,1.0,Alloy,83066,OTHER ASIAN,COMPACT,OTHER,3609.0,4755.0,6494.0,7431.0,2771.0,3559.0,5295.0,6250.0,,,19619,20166,VA,4645.0,0,594
649,0,6/16/2010,ADESA,2002,8,SUZUKI,XL-7 4WD,Bas,4D SPORT UTILITY,SILVER,AUTO,1.0,Alloy,73525,OTHER ASIAN,MEDIUM SUV,OTHER,3183.0,3687.0,6476.0,6888.0,3118.0,4062.0,6631.0,7871.0,,,19619,20166,VA,6370.0,0,1923
650,0,6/16/2010,ADESA,2002,8,MINI,COOPER,Bas,2D COUPE,YELLOW,MANUAL,1.0,Alloy,74398,OTHER,COMPACT,OTHER,5913.0,7152.0,9290.0,10523.0,6314.0,7223.0,9636.0,10680.0,,,19619,20166,VA,6770.0,0,3276
651,0,6/16/2010,ADESA,2007,3,NISSAN,VERSA,S,4D HATCHBACK S,GREY,AUTO,2.0,Covers,71158,TOP LINE ASIAN,COMPACT,OTHER,6593.0,7651.0,10501.0,11297.0,6721.0,7929.0,10407.0,11620.0,,,19619,20166,VA,7170.0,0,686
652,1,6/16/2010,ADESA,2004,6,HONDA,ACCORD V6,EX,2D COUPE EX AUTO,WHITE,AUTO,1.0,Alloy,83292,TOP LINE ASIAN,MEDIUM,OTHER,7034.0,8699.0,10674.0,12210.0,6452.0,7953.0,10612.0,11842.0,,,19619,20166,VA,8290.0,0,1243
653,0,6/16/2010,ADESA,2002,8,HONDA,ACCORD 4C,SE,4D SEDAN SE AUTO,BLACK,AUTO,1.0,Alloy,80228,TOP LINE ASIAN,MEDIUM,OTHER,4344.0,5042.0,7331.0,8264.0,4437.0,5416.0,7701.0,8433.0,,,19619,20166,VA,6300.0,0,894
654,0,6/16/2010,ADESA,2004,6,MINI,COOPER,Bas,2D COUPE,YELLOW,AUTO,1.0,Alloy,81188,OTHER,COMPACT,OTHER,8329.0,9794.0,11857.0,13597.0,8266.0,9572.0,11722.0,12671.0,,,19619,20166,VA,7580.0,0,3265
655,0,6/23/2010,ADESA,2006,4,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,GOLD,AUTO,2.0,Covers,86677,AMERICAN,MEDIUM,GM,5810.0,7329.0,9437.0,10831.0,6065.0,7570.0,9367.0,11078.0,,,52117,20166,VA,5640.0,0,1373
656,0,6/23/2010,ADESA,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLACK,AUTO,2.0,Covers,42835,AMERICAN,MEDIUM,CHRYSLER,5919.0,6964.0,9186.0,10143.0,5501.0,6545.0,9242.0,10028.0,,,52117,20166,VA,6240.0,0,975
657,0,6/23/2010,ADESA,2007,3,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES HIGHLINE,GREY,AUTO,1.0,Alloy,60885,OTHER ASIAN,MEDIUM,OTHER,7838.0,8809.0,11312.0,12714.0,7435.0,8267.0,11033.0,11783.0,,,52117,20166,VA,7960.0,0,533
658,1,6/23/2010,ADESA,2003,7,PONTIAC,GRAND AM 4C,SE,4D SEDAN SE1,GREEN,AUTO,1.0,Alloy,98674,AMERICAN,MEDIUM,GM,2788.0,4010.0,5297.0,7618.0,2469.0,3530.0,5544.0,6773.0,,,52117,20166,VA,4330.0,0,2074
659,0,6/23/2010,ADESA,2002,8,DODGE,DURANGO 2WD V8,SLT,4D SUV 5.9L SLT,GREY,AUTO,1.0,Alloy,82121,AMERICAN,MEDIUM SUV,CHRYSLER,3795.0,4907.0,7000.0,9052.0,3924.0,5028.0,7364.0,8457.0,,,52117,20166,VA,5540.0,0,1803
660,0,6/23/2010,ADESA,2007,3,HYUNDAI,SONATA 4C,GLS,4D SEDAN,BLACK,AUTO,1.0,Alloy,89062,OTHER ASIAN,MEDIUM,OTHER,7514.0,8842.0,11477.0,13505.0,7745.0,9080.0,11067.0,12305.0,,,52117,20166,VA,7860.0,0,853
661,0,6/30/2010,ADESA,2005,5,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,BLACK,AUTO,1.0,Alloy,70786,AMERICAN,MEDIUM SUV,GM,7735.0,9129.0,11892.0,13339.0,7242.0,9020.0,12244.0,15250.0,,,52117,20166,VA,7770.0,0,1155
662,0,6/30/2010,ADESA,2004,6,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L,WHITE,AUTO,2.0,Covers,80195,AMERICAN,MEDIUM SUV,CHRYSLER,6626.0,7914.0,10005.0,11257.0,5496.0,6492.0,10040.0,10689.0,,,52117,20166,VA,6960.0,0,1503
665,1,6/30/2010,ADESA,2004,6,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,BLUE,AUTO,,,92589,AMERICAN,MEDIUM,GM,5149.0,6631.0,8069.0,9522.0,5147.0,6677.0,8045.0,9212.0,,,52117,20166,VA,5720.0,0,1485
666,1,6/30/2010,ADESA,2007,3,PONTIAC,G6 V6,GT,4D SEDAN GT,GREEN,AUTO,,,48508,AMERICAN,MEDIUM,GM,8516.0,10171.0,12299.0,13872.0,8516.0,10171.0,12299.0,13872.0,,,52117,20166,VA,8270.0,0,905
667,0,6/30/2010,ADESA,2005,5,CHEVROLET,COBALT,LS,4D SEDAN,WHITE,MANUAL,1.0,Alloy,48952,AMERICAN,COMPACT,GM,4348.0,5339.0,7726.0,8782.0,4102.0,5067.0,6863.0,8002.0,,,52117,20166,VA,5320.0,0,623
668,0,6/30/2010,ADESA,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,WHITE,AUTO,2.0,Covers,70735,OTHER ASIAN,MEDIUM,OTHER,4076.0,5016.0,7043.0,8391.0,3860.0,4892.0,6961.0,8186.0,,,52117,20166,VA,5140.0,0,569
669,0,7/7/2010,ADESA,2005,5,CHRYSLER,PACIFICA AWD,Tou,4D SPORT TOURING,BLUE,AUTO,1.0,Alloy,86168,AMERICAN,CROSSOVER,CHRYSLER,7514.0,9560.0,11261.0,13211.0,8574.0,9915.0,12696.0,14095.0,,,19619,20166,VA,8380.0,0,2022
670,1,7/7/2010,ADESA,2006,4,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,SILVER,AUTO,1.0,Alloy,80814,OTHER ASIAN,MEDIUM SUV,OTHER,10022.0,13383.0,14302.0,16933.0,9876.0,12205.0,14222.0,15827.0,,,19619,20166,VA,6660.0,0,2022
671,0,7/7/2010,ADESA,2006,4,MERCURY,MILAN 4C,Bas,4D SEDAN,SILVER,MANUAL,1.0,Alloy,61239,AMERICAN,MEDIUM,FORD,7535.0,9045.0,10737.0,11681.0,7150.0,7930.0,11133.0,11759.0,,,19619,20166,VA,6980.0,0,728
672,1,7/7/2010,ADESA,2005,5,DODGE,NEON,SXT,4D SEDAN,SILVER,AUTO,,,75399,AMERICAN,COMPACT,CHRYSLER,2935.0,3841.0,6245.0,7138.0,3011.0,4031.0,5759.0,6770.0,,,19619,20166,VA,4805.0,0,686
673,0,7/7/2010,ADESA,2005,5,FORD,FREESTAR FWD V6,S,PASSENGER 3.9L,GOLD,AUTO,2.0,Covers,71094,AMERICAN,VAN,FORD,4178.0,5662.0,8231.0,9554.0,5131.0,6345.0,8925.0,10234.0,,,19619,20166,VA,5270.0,0,1506
674,0,7/7/2010,ADESA,2002,8,GMC,ENVOY 4WD 6C,SLE,4D UTILITY 4.2L SLE,GOLD,AUTO,1.0,Alloy,84685,AMERICAN,MEDIUM SUV,GM,5455.0,6665.0,8762.0,9875.0,5409.0,6673.0,8358.0,9792.0,,,19619,20166,VA,6480.0,0,2452
675,0,7/7/2010,ADESA,2004,6,BUICK,RENDEZVOUS AWD,CXL,4D SUV CX,RED,AUTO,2.0,Covers,66455,AMERICAN,MEDIUM SUV,GM,3762.0,5304.0,7616.0,9099.0,4470.0,5434.0,8646.0,9580.0,,,19619,20166,VA,6860.0,0,3910
676,0,7/7/2010,ADESA,2003,7,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,RED,AUTO,1.0,Alloy,74481,AMERICAN,SMALL SUV,FORD,5405.0,7012.0,8815.0,10781.0,4746.0,5855.0,8317.0,9494.0,,,19619,20166,VA,6980.0,0,1689
677,1,7/7/2010,ADESA,2001,9,SATURN,S SERIES,SL1,4D SEDAN SL1,SILVER,AUTO,2.0,Covers,74145,AMERICAN,COMPACT,GM,2010.0,2716.0,5592.0,9499.0,1708.0,2480.0,4113.0,4803.0,,,19619,20166,VA,2925.0,0,1923
678,0,7/14/2010,ADESA,2006,4,CHEVROLET,HHR,LS,4D SUV 2.2L LS,BLACK,AUTO,1.0,Alloy,71220,AMERICAN,MEDIUM,GM,5922.0,7223.0,10288.0,11900.0,5549.0,6610.0,9634.0,10740.0,,,52117,20166,VA,6900.0,0,803
679,0,7/14/2010,ADESA,2001,9,TOYOTA,CAMRY 4C,CE,4D SEDAN CE,SILVER,AUTO,2.0,Covers,79419,TOP LINE ASIAN,MEDIUM,OTHER,3858.0,4490.0,6143.0,7528.0,3745.0,4543.0,5878.0,7131.0,,,52117,20166,VA,6270.0,0,869
680,0,7/14/2010,ADESA,2004,6,BUICK,CENTURY V6,Cus,4D SEDAN CUSTOM,SILVER,AUTO,1.0,Alloy,92219,AMERICAN,MEDIUM,GM,3658.0,5132.0,6849.0,8448.0,3521.0,5043.0,6664.0,8946.0,,,52117,20166,VA,4645.0,0,2351
681,0,7/14/2010,ADESA,2004,6,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L XLT,BLACK,AUTO,1.0,Alloy,63376,AMERICAN,MEDIUM SUV,FORD,5630.0,7678.0,9336.0,11451.0,6918.0,8381.0,10934.0,12476.0,,,52117,20166,VA,9000.0,0,1508
682,0,7/14/2010,ADESA,2008,2,MAZDA,MAZDA3,i,4D SEDAN I,BLACK,AUTO,2.0,Covers,56542,OTHER ASIAN,MEDIUM,OTHER,11156.0,12557.0,14778.0,15834.0,10866.0,12382.0,14592.0,16129.0,,,52117,20166,VA,8620.0,0,837
683,0,7/21/2010,ADESA,2006,4,CHRYSLER,PACIFICA FWD,Tou,4D SPORT TOURING,SILVER,AUTO,1.0,Alloy,80361,AMERICAN,CROSSOVER,CHRYSLER,9178.0,11100.0,12808.0,14430.0,8379.0,10480.0,12477.0,13932.0,,,52117,20166,VA,8420.0,0,1503
684,0,7/21/2010,ADESA,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,49688,AMERICAN,MEDIUM,GM,10007.0,11384.0,14198.0,15206.0,9040.0,9905.0,13412.0,14262.0,,,52117,20166,VA,10025.0,0,764
686,0,7/21/2010,ADESA,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREEN,AUTO,1.0,Alloy,71965,AMERICAN,MEDIUM SUV,GM,7882.0,9621.0,12225.0,13833.0,7144.0,8936.0,11440.0,13260.0,,,52117,20166,VA,8110.0,0,1974
687,0,7/21/2010,ADESA,2007,3,FORD,FUSION 4C,SEL,4D SEDAN SEL,GREY,AUTO,1.0,Alloy,82343,AMERICAN,MEDIUM,FORD,10764.0,12763.0,14018.0,15642.0,11007.0,12966.0,16514.0,19453.0,,,52117,20166,VA,8620.0,0,853
688,0,7/21/2010,ADESA,2006,4,GMC,1500 SIERRA PICKUP 2,SLE,REG CAB 4.3L,WHITE,AUTO,1.0,Alloy,80503,AMERICAN,LARGE TRUCK,GM,7328.0,8703.0,12335.0,13653.0,6664.0,7917.0,10348.0,11917.0,,,52117,20166,VA,7510.0,0,1373
690,0,8/4/2010,ADESA,2005,5,MITSUBISHI,LANCER,ES,4D SEDAN ES,SILVER,AUTO,2.0,Covers,64470,OTHER ASIAN,COMPACT,OTHER,3979.0,5120.0,7210.0,8440.0,3589.0,4266.0,6771.0,7602.0,,,52117,20166,VA,4690.0,0,533
691,0,8/4/2010,ADESA,2006,4,FORD,MUSTANG V6,Bas,2D COUPE,BLUE,AUTO,1.0,Alloy,61889,AMERICAN,SPORTS,FORD,9537.0,11189.0,12981.0,14480.0,8451.0,9768.0,12714.0,14273.0,,,52117,20166,VA,10035.0,0,728
